Authors	Title	Journal	Vol:Issue:Page	Year	Pubmed_Id	Citation_Number	Authors_Full_Name	First_Author	LastAuthor	Affiliations	Grants
Truong HM, Truong HH, Kellogg T, Klausner JD, Katz MH, Dilley J, Knapper K, Chen S, Prabhu R, Grant RM, Louie B, McFarland W	Increases in sexually transmitted infections and sexual risk behaviour without a concurrent increase in HIV incidence among men who have sex with men in San Francisco: a suggestion of HIV serosorting?	Sex Transm Infect	82:6:461-6	2006	17151031		H M Truong, H-H M Truong, T Kellogg, J D Klausner, M H Katz, J Dilley, K Knapper, S Chen, R Prabhu, R M Grant, B Louie, W McFarland	H M Truong	W McFarland	University of California at San Francisco, San Francisco, CA, USA.	NA
Truong HM, Grant RM, McFarland W, Kellogg T, Kent C, Louie B, Wong E, Klausner JD	Routine surveillance for the detection of acute and recent HIV infections and transmission of antiretroviral resistance.	AIDS	20:17:2193-7	2006	17086059		Hong-Ha M Truong, Robert M Grant, Willi McFarland, Timothy Kellogg, Charlotte Kent, Brian Louie, Ernest Wong, Jeffrey D Klausner	Hong-Ha M Truong	Jeffrey D Klausner	University of California-San Francisco, 50 Beale Street, San Francisco, CA 94105, USA. Hong-Ha.Truong@ucsf.edu	NA
Barbour JD, Hecht FM, Little SJ, Markowitz M, Daar ES, Kelleher AD, Routy JP, Campbell TB, Rosenberg ES, Segal MR, Weidler J, Grant RM	Greater CD4 T-cell gains after one year of antiretroviral therapy are associated with lower HIV-1 pol replication capacity.	AIDS	20:16:2123-5	2006	17053362		Jason D Barbour, Frederick M Hecht, Susan J Little, Martin Markowitz, Eric S Daar, Anthony D Kelleher, Jean-Pierre Routy, Thomas B Campbell, Eric S Rosenberg, Mark R Segal, Jodi Weidler, Robert M Grant	Jason D Barbour	Robert M Grant	Positive Health Program, Department of Medicine, San Francisco General Hospital, University of California, San Francisco, California, USA.	NCRR NIH HHS; M01-RR00425
Grant RM, Wainberg MA	Chemoprophylaxis of HIV infection: moving forward with caution.	J. Infect. Dis.	194:7:874-6	2006	16960773		Robert M Grant, Mark A Wainberg	Robert M Grant	Mark A Wainberg		NIAID NIH HHS; U01-AI064002
Levy V, Grant RM	Antiretroviral therapy for hepatitis B virus-HIV-coinfected patients: promises and pitfalls.	Clin. Infect. Dis.	43:7:904-10	2006	16941375		Vivian Levy, Robert M Grant	Vivian Levy	Robert M Grant	Stanford University Division of Infectious Diseases, USA. vlevy@stanford.edu	NA
Liu AY, Grant RM, Buchbinder SP	Preexposure prophylaxis for HIV: unproven promise and potential pitfalls.	JAMA	296:7:863-5	2006	16905792		Albert Y Liu, Robert M Grant, Susan P Buchbinder	Albert Y Liu	Susan P Buchbinder	HIV Research Section, San Francisco Department of Public Health, San Francisco, Calif 94102, USA. albert.liu@sfdph.org	NIAID NIH HHS; UO1 AI064002
Lama JR, Sanchez J, Suarez L, Caballero P, Laguna A, Sanchez JL, Whittington WL, Celum C, Grant RM	Linking HIV and antiretroviral drug resistance surveillance in Peru: a model for a third-generation HIV sentinel surveillance.	J. Acquir. Immune Defic. Syndr.	42:4:501-5	2006	16773026		Javier R Lama, Jorge Sanchez, Luis Suarez, Patricia Caballero, Alberto Laguna, Jose L Sanchez, William L H Whittington, Connie Celum, Robert M Grant	Javier R Lama	Robert M Grant	Asociacion Civil Impacta Salud y Educacion, Lima, Peru. jrlama@impactaperu.org	NIAID NIH HHS; UO1-AI064002
Sánchez MS, Grant RM, Porco TC, Getz WM	HIV drug-resistant strains as epidemiologic sentinels.	Emerging Infect. Dis.	12:2:191-7	2006	16494741		María S Sánchez, Robert M Grant, Travis C Porco, Wayne M Getz	María S Sánchez	Wayne M Getz	University of California, Berkeley, California 94720, USA. msanchez@nature.berkeley.edu	PHS HHS; R01-D10135
Gange SJ, Schneider MF, Grant RM, Liegler T, French A, Young M, Anastos K, Wilson TE, Ponath C, Greenblatt R	Genotypic resistance and immunologic outcomes among HIV-1-infected women with viral failure.	J. Acquir. Immune Defic. Syndr.	41:1:68-74	2006	16340476		Stephen J Gange, Michael F Schneider, Robert M Grant, Teri Liegler, Audrey French, Mary Young, Kathryn Anastos, Tracey E Wilson, Claudia Ponath, Ruth Greenblatt	Stephen J Gange	Ruth Greenblatt	Department of Epidemiology, Johns Hopkins University Bloomberg School of Public Health, Baltimore, MD 21205, USA. sgange@jhsph.edu	NICHD NIH HHS; U01-HD-32632
Papasavvas E, Kostman JR, Thiel B, Pistilli M, Mackiewicz A, Foulkes A, Gross R, Jordan KA, Nixon DF, Grant R, Poulin JF, McCune JM, Mounzer K, Montaner LJ	HIV-1-specific CD4+ T cell responses in chronically HIV-1 infected blippers on antiretroviral therapy in relation to viral replication following treatment interruption.	J. Clin. Immunol.	26:1:40-54	2006	16418802		Emmanouil Papasavvas, Jay R Kostman, Brian Thiel, Maxwell Pistilli, Agnieszka Mackiewicz, Andrea Foulkes, Robert Gross, Kimberly A Jordan, Douglas F Nixon, Robert Grant, Jean-Francois Poulin, Joseph M McCune, Karam Mounzer, Luis J Montaner	Emmanouil Papasavvas	Luis J Montaner	The Wistar Institute, Philadelphia, Pennsylvania 19104, USA. montaner@wistar.org	NIAID NIH HHS; P30 AI060352
Chin-Hong PV, Deeks SG, Liegler T, Hagos E, Krone MR, Grant RM, Martin JN	High-risk sexual behavior in adults with genotypically proven antiretroviral-resistant HIV infection.	J. Acquir. Immune Defic. Syndr.	40:4:463-71	2005	16280703		Peter V Chin-Hong, Steven G Deeks, Teri Liegler, Elilta Hagos, Melissa R Krone, Robert M Grant, Jeffrey N Martin	Peter V Chin-Hong	Jeffrey N Martin	Department of Medicine, University of California at San Francisco and San Francisco General Hospital, San Francisco, CA, USA. pvch@itsa.ucsf.edu	NIAID NIH HHS; R01 AI052745
Roland ME, Neilands TB, Krone MR, Katz MH, Franses K, Grant RM, Busch MP, Hecht FM, Shacklett BL, Kahn JO, Bamberger JD, Coates TJ, Chesney MA, Martin JN	Seroconversion following nonoccupational postexposure prophylaxis against HIV.	Clin. Infect. Dis.	41:10:1507-13	2005	16231265		Michelle E Roland, Torsten B Neilands, Melissa R Krone, Mitchell H Katz, Karena Franses, Robert M Grant, Michael P Busch, Frederick M Hecht, Barbara L Shacklett, James O Kahn, Joshua D Bamberger, Thomas J Coates, Margaret A Chesney, Jeffrey N Martin	Michelle E Roland	Jeffrey N Martin	Positive Health Program at San Francisco General Hospital, California, USA. mroland@php.ucsf.edu	NIMH NIH HHS; R01 MH61180
Grant RM, Buchbinder S, Cates W, Clarke E, Coates T, Cohen MS, Delaney M, Flores G, Goicochea P, Gonsalves G, Harrington M, Lama JR, MacQueen KM, Moore JP, Peterson L, Sanchez J, Thompson M, Wainberg MA	AIDS. Promote HIV chemoprophylaxis research, don't prevent it.	Science	309:5744:2170-1	2005	16195446		Robert M Grant, Susan Buchbinder, Willard Cates, Edith Clarke, Thomas Coates, Myron S Cohen, Martin Delaney, Guiselly Flores, Pedro Goicochea, Gregg Gonsalves, Mark Harrington, Javier R Lama, Kathleen M MacQueen, John P Moore, Leigh Peterson, Jorge Sanchez, Melanie Thompson, Mark A Wainberg	Robert M Grant	Mark A Wainberg	Gladstone Institute of Virology and Immunology, San Francisco, CA, USA. rgrant@itsa.ucsf.edu	NA
Hecht FM, Grant RM	Resistance testing in drug-naive HIV-infected patients: is it time?	Clin. Infect. Dis.	41:9:1324-5	2005	16206109		Frederick M Hecht, Robert M Grant	Frederick M Hecht	Robert M Grant		NA
Deeks SG, Hoh R, Neilands TB, Liegler T, Aweeka F, Petropoulos CJ, Grant RM, Martin JN	Interruption of treatment with individual therapeutic drug classes in adults with multidrug-resistant HIV-1 infection.	J. Infect. Dis.	192:9:1537-44	2005	16206068		Steven G Deeks, Rebecca Hoh, Torsten B Neilands, Teri Liegler, Francesca Aweeka, Christos J Petropoulos, Robert M Grant, Jeffrey N Martin	Steven G Deeks	Jeffrey N Martin	University of California, San Francisco, and San Francisco General Hospital, San Francisco 94110, USA. sdeeks@php.ucsf.edu	NIMH NIH HHS; P30 MH62246
Neuenburg JK, Furlan S, Bacchetti P, Price RW, Grant RM	Enrichment of activated monocytes in cerebrospinal fluid during antiretroviral therapy.	AIDS	19:13:1351-9	2005	16103765		Jutta K Neuenburg, Scott Furlan, Peter Bacchetti, Richard W Price, Robert M Grant	Jutta K Neuenburg	Robert M Grant	Gladstone Institute of Virology and Immunology, University of California, San Francisco, California 94158, USA. jneuenburg@gladstone.ucsf.edu	NINDS NIH HHS; R01 NS37660
Klausner JD, Grant RM, Kent CK	Detection of acute HIV infections.	N. Engl. J. Med.	353:6:631-3; author reply 631-3	2005	16093476		Jeffrey D Klausner, Robert M Grant, Charlotte K Kent	Jeffrey D Klausner	Charlotte K Kent		NA
Neuenburg JK, Cho TA, Nilsson A, Bredt BM, Hebert SJ, Grant RM, Price RW	T-cell activation and memory phenotypes in cerebrospinal fluid during HIV infection.	J. Acquir. Immune Defic. Syndr.	39:1:16-22	2005	15851909		Jutta K Neuenburg, Tracey A Cho, Annelie Nilsson, Barry M Bredt, Samuel J Hebert, Robert M Grant, Richard W Price	Jutta K Neuenburg	Richard W Price	Department of Neurology, San Francisco General Hospital, General Clinical Research Center at the University of California, San Francisco, CA 94158, USA. juttan@itsa.ucsf.edu	NCRR NIH HHS; RR-00083
Barbour JD, Grant RM	The role of viral fitness in HIV pathogenesis.	Curr HIV/AIDS Rep	2:1:29-34	2005	16091246		Jason D Barbour, Robert M Grant	Jason D Barbour	Robert M Grant	Gladstone Institute of Virology and Immunology, 1650 Owens Street, San Francisco, CA 94158, USA.	NA
Papasavvas E, Kostman JR, Mounzer K, Grant RM, Gross R, Gallo C, Azzoni L, Foulkes A, Thiel B, Pistilli M, Mackiewicz A, Shull J, Montaner LJ	Randomized, controlled trial of therapy interruption in chronic HIV-1 infection.	PLoS Med.	1:3:e64	2004	15630469		Emmanouil Papasavvas, Jay R Kostman, Karam Mounzer, Robert M Grant, Robert Gross, Cele Gallo, Livio Azzoni, Andrea Foulkes, Brian Thiel, Maxwell Pistilli, Agnieszka Mackiewicz, Jane Shull, Luis J Montaner	Emmanouil Papasavvas	Luis J Montaner	The Wistar Institute, Philadelphia, Pennsylvania, USA.	NIAID NIH HHS; AI48398
Sánchez MS, Grant RM, Porco TC, Gross KL, Getz WM	A decrease in drug resistance levels of the HIV epidemic can be bad news.	Bull. Math. Biol.	67:4:761-82	2005	15893552		María S Sánchez, Robert M Grant, Travis C Porco, Kimber L Gross, Wayne M Getz	María S Sánchez	Wayne M Getz	Department of Environmental Science, Policy and Management, University of California, Berkeley, CA 94720, USA. msanchez@nature.berkeley.edu	PHS HHS; R01-D10135
Neuenburg JK, Sinclair E, Nilsson A, Kreis C, Bacchetti P, Price RW, Grant RM	HIV-producing T cells in cerebrospinal fluid.	J. Acquir. Immune Defic. Syndr.	37:2:1237-44	2004	15385730		Jutta K Neuenburg, Elizabeth Sinclair, Annelie Nilsson, Christophe Kreis, Peter Bacchetti, Richard W Price, Robert M Grant	Jutta K Neuenburg	Robert M Grant	Gladstone Institute of Virology and Immunology, San Francisco, CA, USA.	NCRR NIH HHS; RR-00083
Barbour JD, Hecht FM, Wrin T, Liegler TJ, Ramstead CA, Busch MP, Segal MR, Petropoulos CJ, Grant RM	Persistence of primary drug resistance among recently HIV-1 infected adults.	AIDS	18:12:1683-9	2004	15280779		Jason D Barbour, Frederick M Hecht, Terri Wrin, Teri J Liegler, Clarissa A Ramstead, Michael P Busch, Mark R Segal, Christos J Petropoulos, Robert M Grant	Jason D Barbour	Robert M Grant	Gladstone Institute of Virology and Immunology, San Francisco, California 94141-9100, USA.	ODCDC CDC HHS; R18/CCR 920936
Gross KL, Porco TC, Grant RM	HIV-1 superinfection and viral diversity.	AIDS	18:11:1513-20	2004	15238769		Kimber L Gross, Travis C Porco, Robert M Grant	Kimber L Gross	Robert M Grant	San Francisco Department of Public Health, San Francisco, California, USA.	ODCDC CDC HHS; U64/CCU 917889
Reyes-Sandoval A, Fitzgerald JC, Grant R, Roy S, Xiang ZQ, Li Y, Gao GP, Wilson JM, Ertl HC	Human immunodeficiency virus type 1-specific immune responses in primates upon sequential immunization with adenoviral vaccine carriers of human and simian serotypes.	J. Virol.	78:14:7392-9	2004	15220412		A Reyes-Sandoval, J C Fitzgerald, R Grant, S Roy, Z Q Xiang, Y Li, G P Gao, J M Wilson, H C J Ertl	A Reyes-Sandoval	H C J Ertl	Wistar Institute, Philadelphia, PA 19104, USA.	NA
Barbour JD, Hecht FM, Wrin T, Segal MR, Ramstead CA, Liegler TJ, Busch MP, Petropoulos CJ, Hellmann NS, Kahn JO, Grant RM	Higher CD4+ T cell counts associated with low viral pol replication capacity among treatment-naive adults in early HIV-1 infection.	J. Infect. Dis.	190:2:251-6	2004	15216458		Jason D Barbour, Frederick M Hecht, Terri Wrin, Mark R Segal, Clarissa A Ramstead, Teri J Liegler, Michael P Busch, Christos J Petropoulos, Nicholas S Hellmann, James O Kahn, Robert M Grant	Jason D Barbour	Robert M Grant	Gladstone Institute of Virology and Immunology, University of California, San Francisco, USA.	ODCDC CDC HHS; U64/CCU913941
Segal MR, Barbour JD, Grant RM	Relating HIV-1 sequence variation to replication capacity via trees and forests.	Stat Appl Genet Mol Biol	3:Article2; discussion article 7, article 9	2004	16646798		Mark R Segal, Jason D Barbour, Robert M Grant	Mark R Segal	Robert M Grant	University of California, San Francisco, USA. mark@biostat.ucsf.edu	NA
Angel JB, Hu YW, Kravcik S, Tsui R, Lee KH, Barbour J, Balaskas E, Branson BM, Delwart EL, Grant RM	Virological evaluation of the 'Ottawa case' indicates no evidence for HIV-1 superinfection.	AIDS	18:2:331-4	2004	15075555		Jonathan B Angel, Yu-Wen Hu, Stephen Kravcik, Rose Tsui, Kok H Lee, Jason Barbour, Evan Balaskas, Bernard M Branson, Eric L Delwart, Robert M Grant	Jonathan B Angel	Robert M Grant	Ottawa Health Research Institute and the Ottawa Hospital, University of Ottawa, Ottawa, Canada.	ODCDC CDC HHS; U64/CCU917889-01
Porco TC, Martin JN, Page-Shafer KA, Cheng A, Charlebois E, Grant RM, Osmond DH	Decline in HIV infectivity following the introduction of highly active antiretroviral therapy.	AIDS	18:1:81-8	2004	15090833		Travis C Porco, Jeffrey N Martin, Kimberly A Page-Shafer, Amber Cheng, Edwin Charlebois, Robert M Grant, Dennis H Osmond	Travis C Porco	Dennis H Osmond	San Francisco Department of Public Health, Community Health and Epidemiology Section, San Francisco, CA, USA.	NCI NIH HHS; U01-CA78124
Tsui R, Herring BL, Barbour JD, Grant RM, Bacchetti P, Kral A, Edlin BR, Delwart EL	Human immunodeficiency virus type 1 superinfection was not detected following 215 years of injection drug user exposure.	J. Virol.	78:1:94-103	2004	14671091		Rose Tsui, Belinda L Herring, Jason D Barbour, Robert M Grant, Peter Bacchetti, Alex Kral, Brian R Edlin, Eric L Delwart	Rose Tsui	Eric L Delwart	Blood Systems Research Institute, University of California, San Francisco, San Francisco, California, USA.	ODCDC CDC HHS; U64/CCU917889-01
Papasavvas E, Grant RM, Sun J, Mackiewicz A, Pistilli M, Gallo C, Kostman JR, Mounzer K, Shull J, Montaner LJ	Lack of persistent drug-resistant mutations evaluated within and between treatment interruptions in chronically HIV-1-infected patients.	AIDS	17:16:2337-43	2003	14571185		Emmanouil Papasavvas, Robert M Grant, Junwei Sun, Agnieska Mackiewicz, Maxwell Pistilli, Cecile Gallo, Jay R Kostman, Karam Mounzer, Jane Shull, Luis J Montaner	Emmanouil Papasavvas	Luis J Montaner	Wistar Institute and the Philadelphia Field Initiating Group for HIV-1 Trials, Philadelphia, Pennsylvania, USA.	NIAID NIH HHS; AI48398
Bangsberg DR, Charlebois ED, Grant RM, Holodniy M, Deeks SG, Perry S, Conroy KN, Clark R, Guzman D, Zolopa A, Moss A	High levels of adherence do not prevent accumulation of HIV drug resistance mutations.	AIDS	17:13:1925-32	2003	12960825		David R Bangsberg, Edwin D Charlebois, Robert M Grant, Mark Holodniy, Steven G Deeks, Sharon Perry, Kathleen Nugent Conroy, Richard Clark, David Guzman, Andrew Zolopa, Andrew Moss	David R Bangsberg	Andrew Moss	Epidemiology and Prevention Interventions Center, Division of Infectious Diseases, San Francisco General Hospital, California, USA.	NIMH NIH HHS; R01 MH054907
Murphy EL, Grant RM, Kropp J, Oliveira A, Lee TH, Busch MP	Increased human T-lymphotropic virus type II proviral load following highly active retroviral therapy in HIV-coinfected patients.	J. Acquir. Immune Defic. Syndr.	33:5:655-6	2003	12902815		Edward L Murphy, Robert M Grant, Jerry Kropp, Adriano Oliveira, Tzong-Hae Lee, Michael P Busch	Edward L Murphy	Michael P Busch		NHLBI NIH HHS; R01-HL62235
Karlsson AC, Deeks SG, Barbour JD, Heiken BD, Younger SR, Hoh R, Lane M, Sällberg M, Ortiz GM, Demarest JF, Liegler T, Grant RM, Martin JN, Nixon DF	Dual pressure from antiretroviral therapy and cell-mediated immune response on the human immunodeficiency virus type 1 protease gene.	J. Virol.	77:12:6743-52	2003	12767994		Annika C Karlsson, Steven G Deeks, Jason D Barbour, Brandon D Heiken, Sophie R Younger, Rebecca Hoh, Meghan Lane, Matti Sällberg, Gabriel M Ortiz, James F Demarest, Teri Liegler, Robert M Grant, Jeffrey N Martin, Douglas F Nixon	Annika C Karlsson	Douglas F Nixon	Gladstone Institute of Virology and Immunology, University of California, San Francisco, California 94141, USA. akarlsson@gladstone.ucsf.edu	NIMH NIH HHS; P30 MH62246
D'Aquila RT, Schapiro JM, Brun-Vézinet F, Clotet B, Conway B, Demeter LM, Grant RM, Johnson VA, Kuritzkes DR, Loveday C, Shafer RW, Richman DD	Drug resistance mutations in HIV-1.	Top HIV Med	11:3:92-6		12837968		Richard T D'Aquila, Jonathan M Schapiro, Françoise Brun-Vézinet, Bonaventura Clotet, Brian Conway, Lisa M Demeter, Robert M Grant, Victoria A Johnson, Daniel R Kuritzkes, Clive Loveday, Robert W Shafer, Douglas D Richman	Richard T D'Aquila	Douglas D Richman	Vanderbilt University Medical Center, Nashville, TN, USA.	NA
Asmuth DM, Kalish LA, Laycock ME, Murphy EL, Mohr BA, Lee TH, Gallarda J, Giachetti C, Dollard SC, van der Horst CM, Grant RM, Busch MP	Absence of HBV and HCV, HTLV-I and -II, and human herpes virus-8 activation after allogeneic RBC transfusion in patients with advanced HIV-1 infection.	Transfusion	43:4:451-8	2003	12662277		David M Asmuth, Leslie A Kalish, Megan E Laycock, Edward L Murphy, Beth A Mohr, Tzong-Hae Lee, James Gallarda, Cristina Giachetti, Sheila C Dollard, Charles M van der Horst, Robert M Grant, Michael P Busch	David M Asmuth	Michael P Busch	Department of Internal Medicine, Division of Infectious Diseases and Immunology, University of California-Davis Medical Center, 4150 V Street, Suite 6200 PSSB, Sacramento, CA 95817, USA. dasmuth@ucdavis.edu	NCRR NIH HHS; RR 00046
Kuritzkes DR, Grant RM, Feorino P, Griswold M, Hoover M, Young R, Day S, Lloyd Jr RM, Reid C, Morgan GF, Winslow DL	Performance characteristics of the TRUGENE HIV-1 Genotyping Kit and the Opengene DNA Sequencing System.	J. Clin. Microbiol.	41:4:1594-9	2003	12682150		Daniel R Kuritzkes, Robert M Grant, Paul Feorino, Marshal Griswold, Marie Hoover, Russell Young, Stephen Day, Robert M Lloyd Jr, Caroline Reid, Gillian F Morgan, Dean L Winslow	Daniel R Kuritzkes	Dean L Winslow	Division of Infectious Diseases, University of Colorado Health Sciences Center, Denver, Colorado, USA. dkuritzkes@partners.org	NIAID NIH HHS; U01 AI-38858
Grant RM, Kuritzkes DR, Johnson VA, Mellors JW, Sullivan JL, Swanstrom R, D'Aquila RT, Van Gorder M, Holodniy M, Lloyd Jr RM, Reid C, Morgan GF, Winslow DL	Accuracy of the TRUGENE HIV-1 genotyping kit.	J. Clin. Microbiol.	41:4:1586-93	2003	12682149		Robert M Grant, Daniel R Kuritzkes, Victoria A Johnson, John W Mellors, John L Sullivan, Ronald Swanstrom, Richard T D'Aquila, Mark Van Gorder, Mark Holodniy, Robert M Lloyd Jr, Caroline Reid, Gillian F Morgan, Dean L Winslow	Robert M Grant	Dean L Winslow	Gladstone Institute of Virology and Immunology, San Francisco, CA 94141, USA. rgrant@itsa.ucsf.edu	NA
Hayden MS, Palacios EH, Grant RM	Real-time quantitation of HIV-1 p24 and SIV p27 using fluorescence-linked antigen quantification assays.	AIDS	17:4:629-31	2003	12598787		Matthew S Hayden, Emil H Palacios, Robert M Grant	Matthew S Hayden	Robert M Grant	Gladstone Institute of Virology and Immunology, San Francisco, CA, USA.	NCRR NIH HHS; P51-RR-00165-31
Deeks SG, Grant RM, Wrin T, Paxinos EE, Liegler T, Hoh R, Martin JN, Petropoulos CJ	Persistence of drug-resistant HIV-1 after a structured treatment interruption and its impact on treatment response.	AIDS	17:3:361-70	2003	12556690		Steven G Deeks, Robert M Grant, Terri Wrin, Ellen E Paxinos, Teri Liegler, Rebecca Hoh, Jeff N Martin, Christos J Petropoulos	Steven G Deeks	Christos J Petropoulos	University of California-San Francisco and San Francisco General Hospital, 995 Potrero Avenue, San Francisco, CA 94110, USA. sdeeks@php.ucsf.edu	NIMH NIH HHS; P30 MH 59037
Schweighardt B, Ortiz GM, Grant RM, Wellons M, Miralles GD, Kostrikis LG, Bartlett JA, Nixon DF	Emergence of drug-resistant HIV-1 variants in patients undergoing structured treatment interruptions.	AIDS	16:17:2342-4	2002	12441810		Becky Schweighardt, Gabriel M Ortiz, Robert M Grant, Melissa Wellons, G Diego Miralles, Leondios G Kostrikis, John A Bartlett, Douglas F Nixon	Becky Schweighardt	Douglas F Nixon	Gladstone Institute of Virology and Immunology, University of California, San Francisco, CA, USA.	NIAID NIH HHS; R01 AI44595
Barbour JD, Wrin T, Grant RM, Martin JN, Segal MR, Petropoulos CJ, Deeks SG	Evolution of phenotypic drug susceptibility and viral replication capacity during long-term virologic failure of protease inhibitor therapy in human immunodeficiency virus-infected adults.	J. Virol.	76:21:11104-12	2002	12368352		Jason D Barbour, Terri Wrin, Robert M Grant, Jeffrey N Martin, Mark R Segal, Christos J Petropoulos, Steven G Deeks	Jason D Barbour	Steven G Deeks	Gladstone Institute of Virology and Immunology, Department of Medicine, University of California, San Francisco, California, USA.	NIMH NIH HHS; P30 MH59037
Neuenburg JK, Brodt HR, Herndier BG, Bickel M, Bacchetti P, Price RW, Grant RM, Schlote W	HIV-related neuropathology, 1985 to 1999: rising prevalence of HIV encephalopathy in the era of highly active antiretroviral therapy.	J. Acquir. Immune Defic. Syndr.	31:2:171-7	2002	12394795		Jutta K Neuenburg, Hans R Brodt, Brian G Herndier, Markus Bickel, Peter Bacchetti, Richard W Price, Robert M Grant, Wolfgang Schlote	Jutta K Neuenburg	Wolfgang Schlote	Department of Neurology, University of California, San Francisco, USA. jneuenburg@gladstone.ucsf.edu	NINDS NIH HHS; R01 NS37660
Sandberg JK, Fast NM, Palacios EH, Fennelly G, Dobroszycki J, Palumbo P, Wiznia A, Grant RM, Bhardwaj N, Rosenberg MG, Nixon DF	Selective loss of innate CD4(+) V alpha 24 natural killer T cells in human immunodeficiency virus infection.	J. Virol.	76:15:7528-34	2002	12097565		Johan K Sandberg, Noam M Fast, Emil H Palacios, Glenn Fennelly, Joanna Dobroszycki, Paul Palumbo, Andrew Wiznia, Robert M Grant, Nina Bhardwaj, Michael G Rosenberg, Douglas F Nixon	Johan K Sandberg	Douglas F Nixon	Gladstone Institute of Virology and Immunology, University of California, San Francisco, California 94141, USA.	NIAID NIH HHS; AI44595
Grant RM, Hecht FM, Warmerdam M, Liu L, Liegler T, Petropoulos CJ, Hellmann NS, Chesney M, Busch MP, Kahn JO	Time trends in primary HIV-1 drug resistance among recently infected persons.	JAMA	288:2:181-8	2002	12095382		Robert M Grant, Frederick M Hecht, Maria Warmerdam, Lea Liu, Teri Liegler, Christos J Petropoulos, Nicholas S Hellmann, Margaret Chesney, Michael P Busch, James O Kahn	Robert M Grant	James O Kahn	Gladstone Institute of Virology and Immunology, PO Box 914100, San Francisco, CA 94141, USA. rgrant@itsa.ucsf.edu	ODCDC CDC HHS; U64/CCU913941
Napolitano LA, Lo JC, Gotway MB, Mulligan K, Barbour JD, Schmidt D, Grant RM, Halvorsen RA, Schambelan M, McCune JM	Increased thymic mass and circulating naive CD4 T cells in HIV-1-infected adults treated with growth hormone.	AIDS	16:8:1103-11	2002	12004268		Laura A Napolitano, Joan C Lo, Michael B Gotway, Kathleen Mulligan, Jason D Barbour, Diane Schmidt, Robert M Grant, Robert A Halvorsen, Morris Schambelan, Joseph M McCune	Laura A Napolitano	Joseph M McCune	Gladstone Institute of Virology and Immunology, University of California at San Francisco, San Francisco, CA 94141, USA.	NCRR NIH HHS; RR00083-39S1
Grant R, Walker M, Hadley D, Barton T, Osborn C	Imaging response to chemotherapy with RMP-7 and carboplatin in malignant glioma: size matters but speed does not.	J. Neurooncol.	57:3:241-5	2002	12125987		Robert Grant, Mark Walker, Donald Hadley, Tina Barton, Chester Osborn	Robert Grant	Chester Osborn	Edinburgh Centre for Neuro-Oncology, Western General Hospital, Scotland, UK. Rgrant@skull.dcn.ed.ac.uk	NA
Deeks SG, Barbour JD, Grant RM, Martin JN	Duration and predictors of CD4 T-cell gains in patients who continue combination therapy despite detectable plasma viremia.	AIDS	16:2:201-7	2002	11807304		Steven G Deeks, Jason D Barbour, Robert M Grant, Jeffrey N Martin	Steven G Deeks	Jeffrey N Martin	UCSF AIDS Program, University of California and San Francisco General Hospital, San Francisco, California 94110, USA. sdeeks@php.ucsf.edu	NIMH NIH HHS; P30 MH59037
Deeks SG, Hoh R, Grant RM, Wrin T, Barbour JD, Narvaez A, Cesar D, Abe K, Hanley MB, Hellmann NS, Petropoulos CJ, McCune JM, Hellerstein MK	CD4+ T cell kinetics and activation in human immunodeficiency virus-infected patients who remain viremic despite long-term treatment with protease inhibitor-based therapy.	J. Infect. Dis.	185:3:315-23	2002	11807713		Steven G Deeks, Rebecca Hoh, Robert M Grant, Terri Wrin, Jason D Barbour, Amy Narvaez, Denise Cesar, Ken Abe, Mary Beth Hanley, Nicholas S Hellmann, Christos J Petropoulos, Joseph M McCune, Marc K Hellerstein	Steven G Deeks	Marc K Hellerstein	Department of Medicine, University of California at San Francisco and San Francisco General Hospital, San Francisco, CA 94110, USA. sdeeks@php.ucsf.edu	NIMH NIH HHS; P30 MH59037
Roland ME, Martin JN, Grant RM, Hellmann NS, Bamberger JD, Katz MH, Chesney M, Franses K, Coates TJ, Kahn JO	Postexposure prophylaxis for human immunodeficiency virus infection after sexual or injection drug use exposure: identification and characterization of the source of exposure.	J. Infect. Dis.	184:12:1608-12	2001	11740738		M E Roland, J N Martin, R M Grant, N S Hellmann, J D Bamberger, M H Katz, M Chesney, K Franses, T J Coates, J O Kahn	M E Roland	J O Kahn	University of California at San Francisco, Div. of AIDS, Dept. of Medicine, San Francisco General Hospital, San Francisco, CA 94110, USA. mroland@php.ucsf.edu	NIMH NIH HHS; P30 MH59037
Price RW, Paxinos EE, Grant RM, Drews B, Nilsson A, Hoh R, Hellmann NS, Petropoulos CJ, Deeks SG	Cerebrospinal fluid response to structured treatment interruption after virological failure.	AIDS	15:10:1251-9	2001	11426069		R W Price, E E Paxinos, R M Grant, B Drews, A Nilsson, R Hoh, N S Hellmann, C J Petropoulos, S G Deeks	R W Price	S G Deeks	Department of Neurology, University of California San Francisco and San Francisco General Hospital, 94110-3518, USA. price@itsa.ucsf.edu	NINDS NIH HHS; R01 NS37660
